ID,NUMERO VICTIMAS,FECHA,DIA DE LA SEMANA,HORA,FRANJA HORARIA,TIPO DE CALLE,DIRECCION,TIPO DE ZONA,COMUNA,PARTICIPANTES,VICTIMA,ACUSADO,AÑO,MES,DÍA
2018-0008,1,2018-01-12,Friday,17:50:00,17,AVENIDA,"HUERGO, ING. AV. e INDEPENDENCIA AV.",ESQUINA,1,MOTO-CARGAS,MOTO,CARGAS,2018,1,12
2018-0009,1,2018-01-14,Sunday,02:00:00,2,AVENIDA,"PILCOMAYO y BROWN, ALTE. AV.",ESQUINA,4,MOTO-MOTO,MOTO,MOTO,2018,1,14
2018-0010,1,2018-01-18,Thursday,05:10:00,5,CALLE,"CERVANTES y BELAUSTEGUI, LUIS, DR.",ESQUINA,10,MOTO-CARGAS,MOTO,CARGAS,2018,1,18
2018-0011,1,2018-01-19,Friday,10:30:00,10,AVENIDA,"CALLAO AV. y LOPEZ, VICENTE",ESQUINA,2,PEATON-PASAJEROS,PEATON,PASAJEROS,2018,1,19
2018-0012,1,2018-01-26,Friday,13:30:00,13,CALLE,"OLIDEN y CHILAVERT, MARTINIANO, CORONEL",ESQUINA,8,MOTO-PASAJEROS,MOTO,PASAJEROS,2018,1,26
2018-0013,1,2018-01-28,Sunday,08:15:00,8,AVENIDA,CONGRESO AV. y GALVAN,ESQUINA,12,MOTO-AUTO,MOTO,AUTO,2018,1,28
2018-0014,1,2018-01-31,Wednesday,20:00:00,20,AVENIDA,"MORENO, PERITO AV. y RIVERA INDARTE AV.",ESQUINA,7,PEATON-MOTO,PEATON,MOTO,2018,1,31
2018-0015,2,2018-02-06,Tuesday,01:00:00,1,AVENIDA,AUSTRALIA AV. 2800,CUADRA,4,MOTO-PASAJEROS,MOTO,PASAJEROS,2018,2,6
2018-0016,1,2018-02-15,Thursday,10:15:00,10,AVENIDA,"DEL LIBERTADOR AV. y RAMOS MEJIA, JOSE MARIA, DR. AV.",ESQUINA,1,MOTO-CARGAS,MOTO,CARGAS,2018,2,15
2018-0017,1,2018-02-17,Saturday,04:15:00,4,AVENIDA,SAN PEDRITO AV. y RIVADAVIA AV.,ESQUINA,7,PEATON-AUTO,PEATON,AUTO,2018,2,17
2018-0018,1,2018-02-17,Saturday,07:15:00,7,CALLE,"ISABEL LA CATOLICA y SALVADORES, CNEL.",ESQUINA,4,MOTO-CARGAS,MOTO,CARGAS,2018,2,17
2018-0019,1,2018-02-17,Saturday,12:30:00,12,AVENIDA,LAS HERAS GENERAL AV. y CALLAO AV.,ESQUINA,2,PEATON-PASAJEROS,PEATON,PASAJEROS,2018,2,17
2018-0020,1,2018-02-19,Monday,22:00:00,22,AUTOPISTA,"FERNANDEZ DE LA CRUZ F., GRAL. AV. y AUTOPISTA PRESIDENTE HECTOR J. CAMPORA",AUTOPISTA,8,MOTO-CARGAS,MOTO,CARGAS,2018,2,19
2018-0021,1,2018-02-22,Thursday,10:45:00,10,AVENIDA,"ALCORTA, AMANCIO AV. y ZAVALETA",ESQUINA,4,PEATON-PASAJEROS,PEATON,PASAJEROS,2018,2,22
2018-0022,1,2018-02-24,Saturday,00:00:00,0,AVENIDA,"MONTES DE OCA, MANUEL AV. y OLAVARRIA",ESQUINA,4,MOTO-CARGAS,MOTO,CARGAS,2018,2,24
2018-0023,1,2018-02-24,Saturday,06:00:00,6,CALLE,BARCO CENTENERA DEL y ROSARIO,ESQUINA,6,MOTO-AUTO,MOTO,AUTO,2018,2,24
2018-0024,1,2018-02-28,Wednesday,23:00:00,23,AVENIDA,ALVAREZ THOMAS AV. y DONADO,ESQUINA,15,PEATON-CARGAS,PEATON,CARGAS,2018,2,28
2018-0025,1,2018-03-04,Sunday,22:30:00,22,AVENIDA,AVELLANEDA AV. y BOYACA AV.,ESQUINA,7,PEATON-AUTO,PEATON,AUTO,2018,3,4
2018-0026,2,2018-03-09,Friday,04:45:00,4,AVENIDA,"RABANAL, FRANCISCO, INTENDENTE AV. y SAENZ AV.",ESQUINA,4,MOVIL-CARGAS,MOVIL,CARGAS,2018,3,9
2018-0027,1,2018-03-11,Sunday,23:00:00,23,CALLE,CASTRO y RONDEAU,ESQUINA,5,PEATON-MOTO,PEATON,MOTO,2018,3,11
2018-0028,1,2018-03-13,Tuesday,15:45:00,15,AVENIDA,"BILBAO, FRANCISCO AV. y AZUL",ESQUINA,9,PEATON-CARGAS,PEATON,CARGAS,2018,3,13
2018-0029,1,2018-03-15,Thursday,18:00:00,18,AVENIDA,NAZCA AV. y GAONA AV.,ESQUINA,11,MOTO-AUTO,MOTO,AUTO,2018,3,15
2018-0030,1,2018-03-20,Tuesday,01:30:00,1,AVENIDA,PLAZA y ALVAREZ THOMAS AV.,ESQUINA,15,MOTO-MOTO,MOTO,MOTO,2018,3,20
2018-0031,1,2018-03-28,Wednesday,10:15:00,10,AVENIDA,"GAONA AV. y ARTIGAS, JOSE GERVASIO, GRAL.",ESQUINA,11,MOTO-CARGAS,MOTO,CARGAS,2018,3,28
2018-0032,1,2018-04-02,Monday,13:00:00,13,AVENIDA,CABILDO AV. y AGUILAR,ESQUINA,13,PEATON-PASAJEROS,PEATON,PASAJEROS,2018,4,2
2018-0033,1,2018-04-07,Saturday,07:30:00,7,AVENIDA,CAMARONES y LOPE DE VEGA AV.,ESQUINA,10,MOTO-CARGAS,MOTO,CARGAS,2018,4,7
2018-0034,1,2018-04-11,Wednesday,18:15:00,18,AVENIDA,SANTA FE AV. 2320,CUADRA,2,PEATON-PASAJEROS,PEATON,PASAJEROS,2018,4,11
2018-0035,1,2018-04-12,Thursday,16:45:00,16,AVENIDA,RIVADAVIA AV. 6950,CUADRA,7,PEATON-PASAJEROS,PEATON,PASAJEROS,2018,4,12
2018-0036,1,2018-04-13,Friday,23:15:00,23,AVENIDA,SAN MARTIN AV. y ARGERICH,ESQUINA,15,MOTO-AUTO,MOTO,AUTO,2018,4,13
2018-0037,1,2018-04-18,Wednesday,18:45:00,18,AVENIDA,"CORDOBA AV. y URIBURU JOSE E., PRES.",ESQUINA,2,PEATON-CARGAS,PEATON,CARGAS,2018,4,18
2018-0038,2,2018-04-20,Friday,17:10:00,17,AVENIDA,RIVADAVIA AV. 1571,CUADRA,1,PEATON-AUTO,PEATON,AUTO,2018,4,20
2018-0039,1,2018-04-21,Saturday,22:15:00,22,AUTOPISTA,AUTOPISTA LUGONES KM 4.7,AUTOPISTA,14,PEATON-AUTO,PEATON,AUTO,2018,4,21
2018-0040,1,2018-04-27,Friday,11:00:00,11,CALLE,"FREIRE, RAMON, CAP. GRAL. y OLAGUER Y FELIU, VIRREY",ESQUINA,13,PEATON-CARGAS,PEATON,CARGAS,2018,4,27
2018-0041,1,2018-04-27,Friday,13:30:00,13,AVENIDA,"LA PLATA AV. y FERNANDEZ DE LA CRUZ, F., GRAL. AV.",ESQUINA,4,PEATON-PASAJEROS,PEATON,PASAJEROS,2018,4,27
2018-0042,1,2018-04-27,Friday,18:43:00,18,CALLE,BRANDSEN y PERDRIEL,ESQUINA,4,MOTO-CARGAS,MOTO,CARGAS,2018,4,27
2018-0043,1,2018-04-28,Saturday,06:30:00,6,AVENIDA,"VILARDEBO, TEODORO y ALVAREZ JONTE AV.",ESQUINA,11,MOTO-AUTO,MOTO,AUTO,2018,4,28
2018-0044,1,2018-04-28,Saturday,09:00:00,9,AVENIDA,ALBERTI e INDEPENDENCIA AV.,ESQUINA,3,PEATON-AUTO,PEATON,AUTO,2018,4,28
2018-0045,1,2018-04-30,Monday,07:00:00,7,AVENIDA,ALVAREZ THOMAS AV. 879,CUADRA,13,AUTO-CARGAS,AUTO,CARGAS,2018,4,30
2018-0046,1,2018-05-02,Wednesday,03:15:00,3,GRAL PAZ,"PAZ, GRAL. AV. y RIVADAVIA AV.",AUTOPISTA,9,PEATON-AUTO,PEATON,AUTO,2018,5,2
2018-0047,1,2018-05-08,Tuesday,19:00:00,19,AVENIDA,CORRIENTES AV. y DORREGO AV.,ESQUINA,15,PEATON-PASAJEROS,PEATON,PASAJEROS,2018,5,8
2018-0048,1,2018-05-09,Wednesday,10:30:00,10,AVENIDA,RIVADAVIA AV. y PEDERNERA,ESQUINA,7,PEATON-PASAJEROS,PEATON,PASAJEROS,2018,5,9
2018-0049,1,2018-05-11,Friday,19:15:00,19,CALLE,QUESADA 2300,CUADRA,13,PEATON-AUTO,PEATON,AUTO,2018,5,11
2018-0050,1,2018-05-14,Monday,18:45:00,18,AVENIDA,CABILDO AV. y JURAMENTO AV.,ESQUINA,13,PEATON-PASAJEROS,PEATON,PASAJEROS,2018,5,14
2018-0051,1,2018-05-15,Tuesday,21:15:00,21,CALLE,"CALIFORNIA y CARBONARI, FRANCISCO, CMTE.",ESQUINA,4,PEATON-AUTO,PEATON,AUTO,2018,5,15
2018-0052,1,2018-05-18,Friday,20:30:00,20,AVENIDA,"CARRIL, SALVADOR MARIA DEL AV. y NAZCA",ESQUINA,15,PEATON-PASAJEROS,PEATON,PASAJEROS,2018,5,18
2018-0053,1,2018-05-20,Sunday,02:30:00,2,CALLE,SAN LUIS y AGUERO,ESQUINA,3,MOTO-AUTO,MOTO,AUTO,2018,5,20
2018-0054,1,2018-05-22,Tuesday,11:15:00,11,CALLE,LUGONES 2430,CUADRA,12,PEATON-BICICLETA,PEATON,BICICLETA,2018,5,22
2018-0055,1,2018-05-29,Tuesday,07:30:00,7,AVENIDA,INDEPENDENCIA AV. y JUJUY AV.,ESQUINA,3,MOTO-AUTO,MOTO,AUTO,2018,5,29
2018-0056,1,2018-06-02,Saturday,13:00:00,13,AVENIDA,RIVADAVIA AV. 11050,CUADRA,9,PEATON-PASAJEROS,PEATON,PASAJEROS,2018,6,2
2018-0057,1,2018-06-03,Sunday,03:30:00,3,CALLE,COMBATE DE LOS POZOS y HUMBERTO 1Â°,ESQUINA,3,MOTO-PASAJEROS,MOTO,PASAJEROS,2018,6,3
2018-0058,1,2018-06-03,Sunday,06:30:00,6,AVENIDA,CORDOBA AV. y THAMES,ESQUINA,15,MOTO-AUTO,MOTO,AUTO,2018,6,3
2018-0059,1,2018-06-08,Friday,06:20:00,6,AVENIDA,"GARAY, JUAN DE AV. y SANCHEZ DE LORIA",ESQUINA,5,MOTO-MOVIL,MOTO,OTRO,2018,6,8
2018-0060,1,2018-06-08,Friday,12:50:00,12,AVENIDA,"LAVALLE y ALEM, LEANDRO N. AV.",ESQUINA,1,PEATON-PASAJEROS,PEATON,PASAJEROS,2018,6,8
2018-0061,1,2018-06-10,Sunday,11:15:00,11,CALLE,ESTADOS UNIDOS y PICHINCHA,ESQUINA,3,MOTO-MOTO,MOTO,MOTO,2018,6,10
2018-0062,1,2018-06-14,Thursday,01:00:00,1,CALLE,ROSARIO y BARCO CENTENERA DEL,ESQUINA,6,PEATON-CARGAS,PEATON,CARGAS,2018,6,14
2018-0063,1,2018-06-16,Saturday,21:15:00,21,AVENIDA,"ALEM, LEANDRO N. AV. y VIAMONTE",ESQUINA,1,PEATON-PASAJEROS,PEATON,PASAJEROS,2018,6,16
2018-0064,1,2018-06-25,Monday,01:15:00,1,AVENIDA,VARELA AV. y PRIMERA JUNTA,ESQUINA,7,AUTO-CARGAS,AUTO,CARGAS,2018,6,25
2018-0065,1,2018-06-26,Tuesday,17:30:00,17,CALLE,"PELLEGRINI, CARLOS y JUNCAL",ESQUINA,1,MOTO-CARGAS,MOTO,CARGAS,2018,6,26
2018-0066,1,2018-06-28,Thursday,11:00:00,11,AVENIDA,"CORRIENTES AV. y LACROZE, FEDERICO AV.",ESQUINA,15,PEATON-PASAJEROS,PEATON,PASAJEROS,2018,6,28
2018-0067,1,2018-06-29,Friday,16:15:00,16,AVENIDA,"MONTES DE OCA, MANUEL AV. y FINOCHIETTO ENRIQUE DR.",ESQUINA,4,PASAJEROS-AUTO,PASAJEROS,AUTO,2018,6,29
2018-0068,1,2018-07-01,Sunday,09:00:00,9,AVENIDA,"CARABOBO AV. y ALBERDI, JUAN BAUTISTA AV.",ESQUINA,7,MOTO-AUTO,MOTO,AUTO,2018,7,1
2018-0069,1,2018-07-04,Wednesday,21:45:00,21,AVENIDA,CORDOBA AV. 2215,CUADRA,2,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS,2018,7,4
2018-0070,1,2018-07-07,Saturday,15:45:00,15,CALLE,"ESTADOS UNIDOS y URQUIZA, GRAL.",ESQUINA,3,MOTO-PASAJEROS,MOTO,PASAJEROS,2018,7,7
2018-0071,1,2018-07-10,Tuesday,17:50:00,17,AVENIDA,"MORENO y HUERGO, ING. AV.",ESQUINA,1,MOTO-CARGAS,MOTO,CARGAS,2018,7,10
2018-0072,1,2018-07-11,Wednesday,13:15:00,13,AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL. y MONTIEL,AUTOPISTA,8,MOTO-CARGAS,MOTO,CARGAS,2018,7,11
2018-0073,1,2018-07-11,Wednesday,15:45:00,15,AVENIDA,"IRIARTE, GRAL. AV. 3400",CUADRA,4,PEATON-CARGAS,PEATON,CARGAS,2018,7,11
2018-0074,1,2018-07-14,Saturday,06:04:00,6,AVENIDA,"ALBERDI, JUAN BAUTISTA AV. 2968",CUADRA,7,AUTO-CARGAS,AUTO,CARGAS,2018,7,14
2018-0075,1,2018-07-15,Sunday,07:30:00,7,AVENIDA,DEL LIBERTADOR AV. y ORTIZ DE OCAMPO,ESQUINA,14,PEATON-AUTO,PEATON,AUTO,2018,7,15
2018-0076,1,2018-07-16,Monday,09:30:00,9,CALLE,"CHAVEZ, JORGE y PAZ, GRAL. AV.",ESQUINA,9,AUTO-CARGAS,AUTO,CARGAS,2018,7,16
2018-0077,1,2018-07-16,Monday,23:15:00,23,CALLE,"URQUIZA, GRAL. y ESTADOS UNIDOS",ESQUINA,3,AUTO-CARGAS,AUTO,CARGAS,2018,7,16
2018-0078,1,2018-07-21,Saturday,06:15:00,6,CALLE,PARAGUAY y SANCHEZ DE BUSTAMANTE,ESQUINA,2,PEATON-AUTO,PEATON,AUTO,2018,7,21
2018-0079,1,2018-07-23,Monday,07:15:00,7,GRAL PAZ,"DE LOS CORRALES AV. y PAZ, GRAL. AV.",AUTOPISTA,9,PEATON-CARGAS,PEATON,CARGAS,2018,7,23
2018-0080,1,2018-07-25,Wednesday,22:22:00,22,AVENIDA,"ALBERDI, JUAN BAUTISTA AV. y CARHUE",ESQUINA,9,PEATON-AUTO,PEATON,AUTO,2018,7,25
2018-0081,1,2018-07-29,Sunday,06:30:00,6,AVENIDA,CASTAÃ‘ARES AV. y RIVERA INDARTE AV.,ESQUINA,7,MULTIPLE,PEATON,MULTIPLE,2018,7,29
2018-0082,1,2018-08-01,Wednesday,15:53:00,15,AVENIDA,"LARRAZABAL y GARZON, EUGENIO, GRAL. AV.",ESQUINA,9,MOTO-CARGAS,MOTO,CARGAS,2018,8,1
2018-0083,1,2018-08-02,Thursday,05:20:00,5,GRAL PAZ,"PAZ, GRAL. AV. y FERNANDEZ DE LA CRUZ, F., GRAL. AV.",AUTOPISTA,8,MOTO-CARGAS,MOTO,CARGAS,2018,8,2
2018-0084,1,2018-08-03,Friday,07:25:00,7,AVENIDA,"MOREAU DE JUSTO, ALICIA AV. y COCHABAMBA",ESQUINA,1,PEATON-CARGAS,PEATON,CARGAS,2018,8,3
2018-0085,2,2018-08-03,Friday,18:16:00,18,AVENIDA,"ENTRE RIOS AV. y GARAY, JUAN DE AV.",ESQUINA,3,MOTO-PASAJEROS,MOTO,PASAJEROS,2018,8,3
2018-0086,1,2018-08-10,Friday,21:44:00,21,AVENIDA,DIRECTORIO AV. y GUARDIA NACIONAL,ESQUINA,9,PEATON-PASAJEROS,PEATON,PASAJEROS,2018,8,10
2018-0087,1,2018-08-15,Wednesday,19:20:00,19,AVENIDA,PAVON AV. y COLOMBRES,ESQUINA,5,PEATON-PASAJEROS,PEATON,PASAJEROS,2018,8,15
2018-0088,1,2018-08-17,Friday,16:36:00,16,GRAL PAZ,"PAZ, GRAL. AV. y BALBIN, RICARDO, DR. AV.",AUTOPISTA,12,MOTO-CARGAS,MOTO,CARGAS,2018,8,17
2018-0089,1,2018-08-17,Friday,17:56:00,17,AVENIDA,PICHINCHA AV. y BRASIL,ESQUINA,4,PEATON-PASAJEROS,PEATON,PASAJEROS,2018,8,17
2018-0090,1,2018-08-18,Saturday,10:34:00,10,AVENIDA,27 DE FEBRERO AV. y PERGAMINO,ESQUINA,8,MOTO-AUTO,MOTO,AUTO,2018,8,18
2018-0091,1,2018-08-19,Sunday,18:47:00,18,AUTOPISTA,AUTOPISTA PERITO MORENO y BARRAGAN,AUTOPISTA,9,AUTO-AUTO,AUTO,AUTO,2018,8,19
2018-0092,1,2018-08-20,Monday,08:20:00,8,AVENIDA,CORDOBA AV. y GASCON,ESQUINA,14,MOTO-AUTO,MOTO,AUTO,2018,8,20
2018-0093,1,2018-08-20,Monday,08:41:00,8,CALLE,15 DE NOVIEMBRE DE 1889 1513,CUADRA,1,PEATON-PASAJEROS,PEATON,PASAJEROS,2018,8,20
2018-0094,1,2018-08-23,Thursday,05:35:00,5,CALLE,"SALGUERO, JERONIMO y BERUTI",ESQUINA,14,MOTO-PASAJEROS,MOTO,PASAJEROS,2018,8,23
2018-0095,1,2018-08-26,Sunday,00:59:00,0,AVENIDA,"LACARRA AV. y DELLEPIANE, LUIS, TTE. GRAL.",ESQUINA,9,AUTO-AUTO,AUTO,AUTO,2018,8,26
2018-0096,1,2018-08-31,Friday,22:20:00,22,AUTOPISTA,"AUTOPISTA PRESIDENTE HÃ‰CTOR J. CÃMPORA y ROCA, CNEL. AV.",AUTOPISTA,8,PEATON-AUTO,PEATON,AUTO,2018,8,31
2018-0097,1,2018-09-02,Sunday,10:50:00,10,AVENIDA,"VARELA AV. y RABANAL, FRANCISCO, INTENDENTE AV.",ESQUINA,8,AUTO-MOVIL,AUTO,OTRO,2018,9,2
2018-0098,2,2018-09-09,Sunday,05:00:00,5,GRAL PAZ,"PAZ, GRAL. AV. y BERON DE ASTRADA",AUTOPISTA,8,AUTO-AUTO,AUTO,AUTO,2018,9,9
2018-0099,1,2018-09-12,Wednesday,14:25:00,14,AVENIDA,RIVADAVIA AV. y PEDERNERA,ESQUINA,7,PEATON-PASAJEROS,PEATON,PASAJEROS,2018,9,12
2018-0100,1,2018-09-20,Thursday,10:30:00,10,AVENIDA,"RAWSON DE DELLEPIANE, ELVIRA AV. 150",CUADRA,1,MOTO-AUTO,MOTO,AUTO,2018,9,20
2018-0101,1,2018-09-21,Friday,00:15:00,0,GRAL PAZ,"PAZ, GRAL. AV. y ZAPIOLA",AUTOPISTA,12,MULTIPLE,AUTO,MULTIPLE,2018,9,21
2018-0102,1,2018-09-21,Friday,00:30:00,0,CALLE,"FAMATINA y TABORDA, DIOGENES",ESQUINA,4,MOTO-AUTO,MOTO,AUTO,2018,9,21
2018-0103,1,2018-09-27,Thursday,17:51:00,17,AVENIDA,"CASTAÃ‘ARES AV. y BONORINO, ESTEBAN, CNEL. AV.",ESQUINA,7,PEATON-MOTO,PEATON,MOTO,2018,9,27
2018-0104,1,2018-10-01,Monday,08:58:00,8,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y SUAREZ AV.,AUTOPISTA,4,MOTO-MOTO,MOTO,MOTO,2018,10,1
